                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      43     7 Jun 2027 06:55:27.630     7 Jun 2027 07:01:36.290           368.660
                      44     7 Jun 2027 08:33:20.654     7 Jun 2027 08:37:22.412           241.758
                      45     7 Jun 2027 10:06:48.155     7 Jun 2027 10:14:27.267           459.113
                      46     8 Jun 2027 03:52:48.768     8 Jun 2027 04:00:38.263           469.495
                      47     8 Jun 2027 04:01:03.228     8 Jun 2027 04:01:54.122            50.894
                      48     8 Jun 2027 05:30:31.550     8 Jun 2027 05:37:58.130           446.580
                      49     8 Jun 2027 07:07:19.739     8 Jun 2027 07:13:13.763           354.024
                      50     8 Jun 2027 07:13:22.306     8 Jun 2027 07:14:02.516            40.209
                      51     8 Jun 2027 08:45:21.599     8 Jun 2027 08:49:31.455           249.856
                      52     8 Jun 2027 10:19:14.084     8 Jun 2027 10:25:55.691           401.607
                      53     9 Jun 2027 04:05:32.248     9 Jun 2027 04:12:51.685           439.437
                      54     9 Jun 2027 04:13:01.458     9 Jun 2027 04:14:01.776            60.318
                      55     9 Jun 2027 05:42:34.841     9 Jun 2027 05:49:55.804           440.963
                      56     9 Jun 2027 07:19:29.613     9 Jun 2027 07:24:32.963           303.349
                      57     9 Jun 2027 07:24:44.315     9 Jun 2027 07:25:50.944            66.628
                      58     9 Jun 2027 08:56:35.800     9 Jun 2027 09:01:29.495           293.694
                      59     9 Jun 2027 10:31:35.264     9 Jun 2027 10:32:21.408            46.145
                      60     9 Jun 2027 10:33:17.787     9 Jun 2027 10:36:37.752           199.965
                      61    10 Jun 2027 04:17:28.723    10 Jun 2027 04:26:00.990           512.267
                      62    10 Jun 2027 05:55:00.736    10 Jun 2027 06:01:45.962           405.226
                      63    10 Jun 2027 07:31:57.052    10 Jun 2027 07:36:23.018           265.966
                      64    10 Jun 2027 07:36:28.672    10 Jun 2027 07:37:44.324            75.653
                      65    10 Jun 2027 09:08:47.682    10 Jun 2027 09:13:19.835           272.152
                      66    10 Jun 2027 10:46:23.857    10 Jun 2027 10:48:24.735           120.877
                      67    11 Jun 2027 04:30:08.266    11 Jun 2027 04:36:55.050           406.785
                      68    11 Jun 2027 04:36:57.727    11 Jun 2027 04:37:55.902            58.175
                      69    11 Jun 2027 06:07:06.754    11 Jun 2027 06:13:50.267           403.513
                      70    11 Jun 2027 07:44:45.980    11 Jun 2027 07:49:15.248           269.268
                      71    11 Jun 2027 09:20:50.719    11 Jun 2027 09:25:38.663           287.945
                      72    11 Jun 2027 10:59:34.456    11 Jun 2027 10:59:37.250             2.794
                      73    12 Jun 2027 03:08:10.754    12 Jun 2027 03:11:45.662           214.908
                      74    12 Jun 2027 04:43:20.786    12 Jun 2027 04:49:57.597           396.811
                      75    12 Jun 2027 06:19:42.810    12 Jun 2027 06:25:56.491           373.681
                      76    12 Jun 2027 07:57:00.465    12 Jun 2027 08:01:36.331           275.866
                      77    12 Jun 2027 09:33:12.832    12 Jun 2027 09:37:53.004           280.172
                      78    13 Jun 2027 03:20:05.600    13 Jun 2027 03:23:45.246           219.645
                      79    13 Jun 2027 04:55:03.039    13 Jun 2027 05:02:05.049           422.010
                      80    13 Jun 2027 06:31:15.505    13 Jun 2027 06:37:42.423           386.918
                      81    13 Jun 2027 08:09:16.664    13 Jun 2027 08:13:27.482           250.819
                      82    13 Jun 2027 09:44:56.549    13 Jun 2027 09:49:20.259           263.710
                      83    13 Jun 2027 09:49:26.711    13 Jun 2027 09:50:23.337            56.626

Min Duration          72    11 Jun 2027 10:59:34.456    11 Jun 2027 10:59:37.250             2.794
Max Duration           9     2 Jun 2027 04:17:13.873     2 Jun 2027 04:25:46.378           512.505
Mean Duration                                                                              264.172
Total Duration                                                                           21926.268


Russia-To-KinoSat_110504
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:54:54.330     1 Jun 2027 04:02:51.126           476.796
                       2     1 Jun 2027 04:03:13.266     1 Jun 2027 04:03:55.874            42.608
                       3     1 Jun 2027 05:32:42.934     1 Jun 2027 05:40:08.546           445.612
                       4     1 Jun 2027 07:09:27.391     1 Jun 2027 07:15:22.966           355.574
                       5     1 Jun 2027 07:15:28.256     1 Jun 2027 07:16:13.176            44.920
                       6     1 Jun 2027 08:47:34.835     1 Jun 2027 08:51:42.267           247.432
                       7     1 Jun 2027 10:21:25.906     1 Jun 2027 10:27:44.952           379.047
                       8     2 Jun 2027 04:07:42.726     2 Jun 2027 04:15:01.408           438.682
                       9     2 Jun 2027 04:15:12.482     2 Jun 2027 04:16:12.638            60.157
                      10     2 Jun 2027 05:44:49.340     2 Jun 2027 05:52:08.615           439.275
                      11     2 Jun 2027 07:21:51.654     2 Jun 2027 07:26:41.883           290.229
                      12     2 Jun 2027 07:26:48.874     2 Jun 2027 07:27:59.283            70.410
                      13     2 Jun 2027 08:58:48.891     2 Jun 2027 09:03:40.791           291.900
                      14     2 Jun 2027 10:33:52.628     2 Jun 2027 10:34:21.063            28.435
                      15     2 Jun 2027 10:35:30.942     2 Jun 2027 10:38:45.763           194.821
                      16     3 Jun 2027 04:19:41.234     3 Jun 2027 04:27:09.428           448.194
                      17     3 Jun 2027 04:27:10.613     3 Jun 2027 04:28:11.625            61.012
                      18     3 Jun 2027 05:57:15.113     3 Jun 2027 06:03:57.298           402.186
                      19     3 Jun 2027 07:34:09.134     3 Jun 2027 07:38:33.317           264.182
                      20     3 Jun 2027 07:38:35.801     3 Jun 2027 07:39:44.041            68.240
                      21     3 Jun 2027 09:11:02.717     3 Jun 2027 09:15:30.977           268.260
                      22     3 Jun 2027 10:48:42.339     3 Jun 2027 10:50:19.610            97.271
                      23     4 Jun 2027 03:00:00.000     4 Jun 2027 03:01:46.632           106.632
                      24     4 Jun 2027 04:33:09.904     4 Jun 2027 04:39:05.646           355.743
                      25     4 Jun 2027 04:39:09.242     4 Jun 2027 04:40:07.969            58.727
                      26     4 Jun 2027 06:09:22.492     4 Jun 2027 06:16:02.830           400.338
                      27     4 Jun 2027 07:47:05.792     4 Jun 2027 07:51:30.601           264.809
                      28     4 Jun 2027 09:23:12.076     4 Jun 2027 09:27:34.007           261.931
                      29     5 Jun 2027 03:10:22.381     5 Jun 2027 03:13:54.139           211.758
                      30     5 Jun 2027 04:45:32.428     5 Jun 2027 04:52:09.008           396.579
                      31     5 Jun 2027 06:21:57.729     5 Jun 2027 06:28:05.194           367.465
                      32     5 Jun 2027 07:59:12.445     5 Jun 2027 08:03:49.202           276.757
                      33     5 Jun 2027 09:35:26.890     5 Jun 2027 09:40:08.805           281.915
                      34     6 Jun 2027 03:22:15.293     6 Jun 2027 03:26:17.743           242.451
                      35     6 Jun 2027 04:57:11.433     6 Jun 2027 05:04:17.533           426.100
                      36     6 Jun 2027 06:33:30.203     6 Jun 2027 06:39:54.942           384.739
                      37     6 Jun 2027 08:11:45.578     6 Jun 2027 08:15:38.444           232.866
                      38     6 Jun 2027 09:47:05.749     6 Jun 2027 09:51:17.137           251.388
                      39     6 Jun 2027 09:51:38.170     6 Jun 2027 09:52:36.789            58.619
                      40     7 Jun 2027 03:32:33.962     7 Jun 2027 03:33:07.686            33.723
                      41     7 Jun 2027 03:33:59.181     7 Jun 2027 03:38:32.804           273.623
                      42     7 Jun 2027 05:08:44.771     7 Jun 2027 05:16:19.280           454.509
                      43     7 Jun 2027 06:45:49.464     7 Jun 2027 06:52:12.076           382.612
                      44     7 Jun 2027 08:23:48.553     7 Jun 2027 08:27:43.531           234.978
                      45     7 Jun 2027 09:56:57.493     7 Jun 2027 10:03:11.848           374.355
                      46     7 Jun 2027 10:03:16.800     7 Jun 2027 10:04:53.460            96.660
                      47     8 Jun 2027 03:43:40.498     8 Jun 2027 03:45:23.772           103.273
                      48     8 Jun 2027 03:45:43.581     8 Jun 2027 03:50:45.083           301.502
                      49     8 Jun 2027 03:51:35.116     8 Jun 2027 03:51:56.791            21.675
                      50     8 Jun 2027 05:21:02.430     8 Jun 2027 05:28:22.380           439.950
                      51     8 Jun 2027 06:57:51.014     8 Jun 2027 07:04:19.193           388.180
                      52     8 Jun 2027 08:35:48.108     8 Jun 2027 08:39:47.111           239.002
                      53     8 Jun 2027 10:09:24.945     8 Jun 2027 10:16:52.522           447.577
                      54     9 Jun 2027 03:55:08.699     9 Jun 2027 04:03:05.864           477.165
                      55     9 Jun 2027 04:03:27.793     9 Jun 2027 04:04:10.620            42.828
                      56     9 Jun 2027 05:32:57.552     9 Jun 2027 05:40:23.126           445.574
                      57     9 Jun 2027 07:09:41.935     9 Jun 2027 07:15:37.387           355.452
                      58     9 Jun 2027 07:15:42.514     9 Jun 2027 07:16:27.667            45.153
                      59     9 Jun 2027 08:47:49.670     9 Jun 2027 08:51:56.624           246.954
                      60     9 Jun 2027 10:21:40.669     9 Jun 2027 10:27:58.172           377.503
                      61    10 Jun 2027 04:07:57.181    10 Jun 2027 04:15:15.497           438.316
                      62    10 Jun 2027 04:15:27.058    10 Jun 2027 04:16:27.273            60.215
                      63    10 Jun 2027 05:45:03.951    10 Jun 2027 05:52:23.353           439.401
                      64    10 Jun 2027 07:22:06.515    10 Jun 2027 07:26:56.315           289.800
                      65    10 Jun 2027 07:27:03.465    10 Jun 2027 07:28:13.777            70.312
                      66    10 Jun 2027 08:59:03.878    10 Jun 2027 09:03:55.969           292.091
                      67    10 Jun 2027 10:34:07.392    10 Jun 2027 10:34:34.906            27.514
                      68    10 Jun 2027 10:35:46.525    10 Jun 2027 10:39:00.181           193.656
                      69    11 Jun 2027 04:18:36.395    11 Jun 2027 04:27:24.084           527.689
                      70    11 Jun 2027 04:27:25.288    11 Jun 2027 04:28:26.204            60.916
                      71    11 Jun 2027 05:57:29.917    11 Jun 2027 06:04:11.911           401.994
                      72    11 Jun 2027 07:34:26.996    11 Jun 2027 07:38:48.134           261.138
                      73    11 Jun 2027 07:38:50.497    11 Jun 2027 07:39:58.374            67.876
                      74    11 Jun 2027 09:11:17.394    11 Jun 2027 09:15:45.601           268.206
                      75    11 Jun 2027 10:48:57.328    11 Jun 2027 10:50:34.054            96.727
                      76    12 Jun 2027 03:00:00.000    12 Jun 2027 03:02:01.231           121.231
                      77    12 Jun 2027 04:33:24.829    12 Jun 2027 04:39:20.222           355.393
                      78    12 Jun 2027 04:39:23.785    12 Jun 2027 04:40:22.651            58.866
                      79    12 Jun 2027 06:09:37.294    12 Jun 2027 06:16:17.547           400.253
                      80    12 Jun 2027 07:47:20.927    12 Jun 2027 07:51:45.462           264.535
                      81    12 Jun 2027 09:23:27.173    12 Jun 2027 09:27:48.392           261.219
                      82    13 Jun 2027 03:10:36.988    13 Jun 2027 03:14:08.556           211.569
                      83    13 Jun 2027 04:45:47.113    13 Jun 2027 04:52:23.607           396.494
                      84    13 Jun 2027 06:22:11.879    13 Jun 2027 06:28:19.800           367.921
                      85    13 Jun 2027 07:59:27.273    13 Jun 2027 08:04:03.929           276.655
                      86    13 Jun 2027 09:35:41.571    13 Jun 2027 09:40:23.299           281.728

Min Duration          49     8 Jun 2027 03:51:35.116     8 Jun 2027 03:51:56.791            21.675
Max Duration          69    11 Jun 2027 04:18:36.395    11 Jun 2027 04:27:24.084           527.689
Mean Duration                                                                              258.931
Total Duration                                                                           22268.026


Russia-To-KinoSat_110505
------------------------
